sample	lane	fq1	fq2
ISC-Pcgf24KO-rep2	lane5	/hpcnfs/techunits/genomics/PublicData/Pasini/spivetti/FASTQ/180220/Sample_ISC-Lgr5-PCGF24KO-7d-BioRep2_S18092/ISC-Lgr5-PCGF24KO-7d-BioRep2_S18092_CAGAGA_L008_R1_005.fastq.gz
ISC-Pcgf6KO-rep1	lane1	/hpcnfs/techunits/genomics/PublicData/Pasini/spivetti/FASTQ/171128/Sample_ISC-Lgr5-PCGF6KO-7d-BioRep1_S17879/ISC-Lgr5-PCGF6KO-7d-BioRep1_S17879_TAAGGC_L008_R1_001.fastq.gz
ISC-Pcgf6KO-rep1	lane2	/hpcnfs/techunits/genomics/PublicData/Pasini/spivetti/FASTQ/171128/Sample_ISC-Lgr5-PCGF6KO-7d-BioRep1_S17879/ISC-Lgr5-PCGF6KO-7d-BioRep1_S17879_TAAGGC_L008_R1_002.fastq.gz
ISC-Pcgf6KO-rep1	lane3	/hpcnfs/techunits/genomics/PublicData/Pasini/spivetti/FASTQ/171128/Sample_ISC-Lgr5-PCGF6KO-7d-BioRep1_S17879/ISC-Lgr5-PCGF6KO-7d-BioRep1_S17879_TAAGGC_L008_R1_003.fastq.gz
ISC-Pcgf6KO-rep1	lane4	/hpcnfs/techunits/genomics/PublicData/Pasini/spivetti/FASTQ/171128/Sample_ISC-Lgr5-PCGF6KO-7d-BioRep1_S17879/ISC-Lgr5-PCGF6KO-7d-BioRep1_S17879_TAAGGC_L008_R1_004.fastq.gz
ISC-Pcgf6KO-rep1	lane5	/hpcnfs/techunits/genomics/PublicData/Pasini/spivetti/FASTQ/171128/Sample_ISC-Lgr5-PCGF6KO-7d-BioRep1_S17879/ISC-Lgr5-PCGF6KO-7d-BioRep1_S17879_TAAGGC_L008_R1_005.fastq.gz
ISC-Pcgf6KO-rep1	lane6	/hpcnfs/techunits/genomics/PublicData/Pasini/spivetti/FASTQ/171128/Sample_ISC-Lgr5-PCGF6KO-7d-BioRep1_S17879/ISC-Lgr5-PCGF6KO-7d-BioRep1_S17879_TAAGGC_L008_R1_006.fastq.gz
ISC-Pcgf6KO-rep1	lane7	/hpcnfs/techunits/genomics/PublicData/Pasini/spivetti/FASTQ/171128/Sample_ISC-Lgr5-PCGF6KO-7d-BioRep1_S17879/ISC-Lgr5-PCGF6KO-7d-BioRep1_S17879_TAAGGC_L008_R1_007.fastq.gz
ISC-Pcgf6KO-rep2	lane1	/hpcnfs/techunits/genomics/PublicData/Pasini/spivetti/FASTQ/171128/Sample_ISC-Lgr5-PCGF6KO-7d-BioRep2_S17880/ISC-Lgr5-PCGF6KO-7d-BioRep2_S17880_CGTACT_L008_R1_001.fastq.gz
ISC-Pcgf6KO-rep2	lane2	/hpcnfs/techunits/genomics/PublicData/Pasini/spivetti/FASTQ/171128/Sample_ISC-Lgr5-PCGF6KO-7d-BioRep2_S17880/ISC-Lgr5-PCGF6KO-7d-BioRep2_S17880_CGTACT_L008_R1_002.fastq.gz
ISC-Pcgf35KO-rep1	lane1	/hpcnfs/techunits/genomics/PublicData/Pasini/spivetti/FASTQ/170926/Sample_ISC-Lgr5-PCGF35KO-7d-TechRep1_S17484/ISC-Lgr5-PCGF35KO-7d-TechRep1_S17484_GCTACG_L003_R1_001.fastq.gz
ISC-Pcgf35KO-rep1	lane2	/hpcnfs/techunits/genomics/PublicData/Pasini/spivetti/FASTQ/170926/Sample_ISC-Lgr5-PCGF35KO-7d-TechRep1_S17484/ISC-Lgr5-PCGF35KO-7d-TechRep1_S17484_GCTACG_L003_R1_002.fastq.gz
ISC-Pcgf35KO-rep1	lane3	/hpcnfs/techunits/genomics/PublicData/Pasini/spivetti/FASTQ/170926/Sample_ISC-Lgr5-PCGF35KO-7d-TechRep1_S17484/ISC-Lgr5-PCGF35KO-7d-TechRep1_S17484_GCTACG_L003_R1_003.fastq.gz
ISC-Pcgf35KO-rep1	lane4	/hpcnfs/techunits/genomics/PublicData/Pasini/spivetti/FASTQ/170926/Sample_ISC-Lgr5-PCGF35KO-7d-TechRep1_S17484/ISC-Lgr5-PCGF35KO-7d-TechRep1_S17484_GCTACG_L003_R1_004.fastq.gz
ISC-Pcgf35KO-rep1	lane5	/hpcnfs/techunits/genomics/PublicData/Pasini/spivetti/FASTQ/170926/Sample_ISC-Lgr5-PCGF35KO-7d-TechRep1_S17484/ISC-Lgr5-PCGF35KO-7d-TechRep1_S17484_GCTACG_L003_R1_005.fastq.gz
ISC-Pcgf35KO-rep1	lane6	/hpcnfs/techunits/genomics/PublicData/Pasini/spivetti/FASTQ/170926/Sample_ISC-Lgr5-PCGF35KO-7d-TechRep1_S17484/ISC-Lgr5-PCGF35KO-7d-TechRep1_S17484_GCTACG_L003_R1_006.fastq.gz
ISC-Pcgf35KO-rep1	lane7	/hpcnfs/techunits/genomics/PublicData/Pasini/spivetti/FASTQ/170926/Sample_ISC-Lgr5-PCGF35KO-7d-TechRep1_S17484/ISC-Lgr5-PCGF35KO-7d-TechRep1_S17484_GCTACG_L003_R1_007.fastq.gz
ISC-Pcgf35KO-rep1	lane8	/hpcnfs/techunits/genomics/PublicData/Pasini/spivetti/FASTQ/170926/Sample_ISC-Lgr5-PCGF35KO-7d-TechRep1_S17484/ISC-Lgr5-PCGF35KO-7d-TechRep1_S17484_GCTACG_L003_R1_008.fastq.gz
ISC-Pcgf35KO-rep1	lane9	/hpcnfs/techunits/genomics/PublicData/Pasini/spivetti/FASTQ/170926/Sample_ISC-Lgr5-PCGF35KO-7d-TechRep1_S17484/ISC-Lgr5-PCGF35KO-7d-TechRep1_S17484_GCTACG_L003_R1_009.fastq.gz
ISC-Pcgf35KO-rep1	lane10	/hpcnfs/techunits/genomics/PublicData/Pasini/spivetti/FASTQ/170926/Sample_ISC-Lgr5-PCGF35KO-7d-TechRep1_S17484/ISC-Lgr5-PCGF35KO-7d-TechRep1_S17484_GCTACG_L003_R1_010.fastq.gz
ISC-Pcgf35KO-rep1	lane11	/hpcnfs/techunits/genomics/PublicData/Pasini/spivetti/FASTQ/170926/Sample_ISC-Lgr5-PCGF35KO-7d-TechRep1_S17484/ISC-Lgr5-PCGF35KO-7d-TechRep1_S17484_GCTACG_L003_R1_011.fastq.gz
ISC-Pcgf35KO-rep1	lane12	/hpcnfs/techunits/genomics/PublicData/Pasini/spivetti/FASTQ/170926/Sample_ISC-Lgr5-PCGF35KO-7d-TechRep1_S17484/ISC-Lgr5-PCGF35KO-7d-TechRep1_S17484_GCTACG_L003_R1_012.fastq.gz
ISC-Pcgf35KO-rep1	lane13	/hpcnfs/techunits/genomics/PublicData/Pasini/spivetti/FASTQ/170926/Sample_ISC-Lgr5-PCGF35KO-7d-TechRep1_S17484/ISC-Lgr5-PCGF35KO-7d-TechRep1_S17484_GCTACG_L003_R1_013.fastq.gz
ISC-Pcgf35KO-rep1	lane14	/hpcnfs/techunits/genomics/PublicData/Pasini/spivetti/FASTQ/170926/Sample_ISC-Lgr5-PCGF35KO-7d-TechRep1_S17484/ISC-Lgr5-PCGF35KO-7d-TechRep1_S17484_GCTACG_L003_R1_014.fastq.gz
ISC-Pcgf35KO-rep1	lane15	/hpcnfs/techunits/genomics/PublicData/Pasini/spivetti/FASTQ/170926/Sample_ISC-Lgr5-PCGF35KO-7d-TechRep1_S17484/ISC-Lgr5-PCGF35KO-7d-TechRep1_S17484_GCTACG_L003_R1_015.fastq.gz
ISC-Pcgf35KO-rep1	lane16	/hpcnfs/techunits/genomics/PublicData/Pasini/spivetti/FASTQ/170926/Sample_ISC-Lgr5-PCGF35KO-7d-TechRep1_S17484/ISC-Lgr5-PCGF35KO-7d-TechRep1_S17484_GCTACG_L003_R1_016.fastq.gz
ISC-Pcgf35KO-rep1	lane17	/hpcnfs/techunits/genomics/PublicData/Pasini/spivetti/FASTQ/170926/Sample_ISC-Lgr5-PCGF35KO-7d-TechRep1_S17484/ISC-Lgr5-PCGF35KO-7d-TechRep1_S17484_GCTACG_L003_R1_017.fastq.gz
ISC-Pcgf35KO-rep1	lane18	/hpcnfs/techunits/genomics/PublicData/Pasini/spivetti/FASTQ/170926/Sample_ISC-Lgr5-PCGF35KO-7d-TechRep1_S17484/ISC-Lgr5-PCGF35KO-7d-TechRep1_S17484_GCTACG_L003_R1_018.fastq.gz
ISC-Pcgf35KO-rep1	lane19	/hpcnfs/techunits/genomics/PublicData/Pasini/spivetti/FASTQ/170926/Sample_ISC-Lgr5-PCGF35KO-7d-TechRep1_S17484/ISC-Lgr5-PCGF35KO-7d-TechRep1_S17484_GCTACG_L003_R1_019.fastq.gz
ISC-Pcgf35KO-rep1	lane20	/hpcnfs/techunits/genomics/PublicData/Pasini/spivetti/FASTQ/170926/Sample_ISC-Lgr5-PCGF35KO-7d-TechRep1_S17484/ISC-Lgr5-PCGF35KO-7d-TechRep1_S17484_GCTACG_L003_R1_020.fastq.gz
ISC-Pcgf35KO-rep1	lane21	/hpcnfs/techunits/genomics/PublicData/Pasini/spivetti/FASTQ/170926/Sample_ISC-Lgr5-PCGF35KO-7d-TechRep1_S17484/ISC-Lgr5-PCGF35KO-7d-TechRep1_S17484_GCTACG_L003_R1_021.fastq.gz
ISC-Pcgf35KO-rep1	lane22	/hpcnfs/techunits/genomics/PublicData/Pasini/spivetti/FASTQ/170926/Sample_ISC-Lgr5-PCGF35KO-7d-TechRep1_S17484/ISC-Lgr5-PCGF35KO-7d-TechRep1_S17484_GCTACG_L003_R1_022.fastq.gz
ISC-Pcgf35KO-rep1	lane23	/hpcnfs/techunits/genomics/PublicData/Pasini/spivetti/FASTQ/170926/Sample_ISC-Lgr5-PCGF35KO-7d-TechRep1_S17484/ISC-Lgr5-PCGF35KO-7d-TechRep1_S17484_GCTACG_L003_R1_023.fastq.gz
ISC-Pcgf35KO-rep1	lane24	/hpcnfs/techunits/genomics/PublicData/Pasini/spivetti/FASTQ/170926/Sample_ISC-Lgr5-PCGF35KO-7d-TechRep1_S17484/ISC-Lgr5-PCGF35KO-7d-TechRep1_S17484_GCTACG_L003_R1_024.fastq.gz
ISC-Pcgf35KO-rep1	lane25	/hpcnfs/techunits/genomics/PublicData/Pasini/spivetti/FASTQ/170926/Sample_ISC-Lgr5-PCGF35KO-7d-TechRep1_S17484/ISC-Lgr5-PCGF35KO-7d-TechRep1_S17484_GCTACG_L003_R1_025.fastq.gz
ISC-Pcgf35KO-rep2	lane1	/hpcnfs/techunits/genomics/PublicData/Pasini/spivetti/FASTQ/170926/Sample_ISC-Lgr5-PCGF35KO-7d-TechRep2_S17485/ISC-Lgr5-PCGF35KO-7d-TechRep2_S17485_CGAGGC_L003_R1_001.fastq.gz
ISC-Pcgf35KO-rep2	lane2	/hpcnfs/techunits/genomics/PublicData/Pasini/spivetti/FASTQ/170926/Sample_ISC-Lgr5-PCGF35KO-7d-TechRep2_S17485/ISC-Lgr5-PCGF35KO-7d-TechRep2_S17485_CGAGGC_L003_R1_002.fastq.gz
ISC-Pcgf35KO-rep2	lane3	/hpcnfs/techunits/genomics/PublicData/Pasini/spivetti/FASTQ/170926/Sample_ISC-Lgr5-PCGF35KO-7d-TechRep2_S17485/ISC-Lgr5-PCGF35KO-7d-TechRep2_S17485_CGAGGC_L003_R1_003.fastq.gz
ISC-Pcgf35KO-rep2	lane4	/hpcnfs/techunits/genomics/PublicData/Pasini/spivetti/FASTQ/170926/Sample_ISC-Lgr5-PCGF35KO-7d-TechRep2_S17485/ISC-Lgr5-PCGF35KO-7d-TechRep2_S17485_CGAGGC_L003_R1_004.fastq.gz
ISC-Pcgf35KO-rep2	lane5	/hpcnfs/techunits/genomics/PublicData/Pasini/spivetti/FASTQ/170926/Sample_ISC-Lgr5-PCGF35KO-7d-TechRep2_S17485/ISC-Lgr5-PCGF35KO-7d-TechRep2_S17485_CGAGGC_L003_R1_005.fastq.gz
ISC-Pcgf35KO-rep2	lane6	/hpcnfs/techunits/genomics/PublicData/Pasini/spivetti/FASTQ/170926/Sample_ISC-Lgr5-PCGF35KO-7d-TechRep2_S17485/ISC-Lgr5-PCGF35KO-7d-TechRep2_S17485_CGAGGC_L003_R1_006.fastq.gz
